course_uid,display_title_ko,display_title_en,primary_course_code,alias_course_codes,participating_departments,tags,credit_hours,lecture_hours,lab_hours,department_context,offered_2025_1,offered_2025_2,description,source_page_first_seen,raw_title_ko,raw_title_en
HS3753,기업집단의 이해,Strategic Organization of Business Groups,HS3753,,기초교육학부 | PPE,,3.0,3.0,0.0,인문 선택,False,False,"Business groups are ubiquitous around the world and take a substantial fraction of industrial output. Any attempt to analyze firm behavior to the exclusion of business groups, thus, is unavoidably partial and incomplete. This course offers diverse theoretical lenses through which to better understand why business groups are prevalent around the world in general and in Korea in particular and how they shape and regulate the performance of the national economy and business landscape therein.",109,기업집단의 이해,Strategic Organization of Business Groups
MA4220,고분자 구조 및 특성,Structure Property Relationship of Polymers,MA4220,,공과대학 | 신소재공학과,,3.0,3.0,0.0,신소재공학과,True,False,"The main purpose of this course is to collect and organize understanding of the relationships between structure, properties and applications of polymer materials. The important polymer properties such as processability, mechanical, thermal, electrical, optical, acoustic, chemical and surface properties will be discussed from various aspects of polymer structures.",160,고분자 구조 및 특성,Structure Property Relationship of Polymers
MA4226,초분자 재료,Supramolecular Materials,MA4226,,공과대학 | 신소재공학과,,3.0,3.0,0.0,신소재공학과,False,True,"This course will cover the major aspects of supramolecular materials in the context of material science and chemistry for advanced students with interdisciplinary interests. It embraces the basics of these materials in terms of their different classes, properties, and applications. Interactive learning as well as fundamental study and thinking approaches are an important goal of the course.",161,초분자 재료,Supramolecular Materials
CH2105,화학합성실험,Synthesis and Analysis of Organic and Inorganic Compounds,CH2105,,자연과학대학 | 화학과,,3.0,1.0,4.0,화학과,False,True,"대표적인 무기 및 유기 화학물질을 실험실에서 합성하고 분석하는 과정을 습득하는 과목이다. 반응물과 생성물의 물리화학적 성질 이 해, 반응물의 준비, 반응기의 설치와 조작, 합성 생성물 의 분석을 통해 반응 기작과 반응속도를 이해하게 된다.",145,화학합성실험,Synthesis and Analysis of Organic and Inorganic Compounds
BS4211,합성생물학,Synthetic Biology,BS4211,,생명·의과학융합대학 | 생명과학과,,3.0,3.0,0.0,생명과학과,False,False,본 과목은 생명과학 전공학생 및 생명과학에 관심이 있는 타 전공 학생에게 기존 생명과학의 방 법론 및 한계점을 소개하고 이를 극복하기 위한 새로운 시도인 합성생물학의 목적과 방법론을 소개한다. 또한 수강생들이 합성생물학적 방법론을 직접 체험할 수 있도록 합성생물학적 실험기 법을 활용한 간단한 mission project를 수행하도록 한다.,185,합성생물학,Synthetic Biology
CH4216,유기합성화학,Synthetic Organic Chemistry,CH4216,,자연과학대학 | 화학과,,3.0,3.0,0.0,화학과,False,False,이 과목에서는 고전적인 천연물 전합성 예시를 통해 기본적인 유기합성 반응을 활용하여 복잡한 천연물을 합성하는 전략을 배운다.,147,유기합성화학,Synthetic Organic Chemistry
HS2753,기술벤처창업론,Technology Enterpreneurship,HS2753,,기초교육학부 | PPE,,3.0,3.0,0.0,인문 선택,False,False,"As observed in the examples of Google, Tesla, and Apple, technological entrepreneurship and innovation have played a vital role in the development and growth of an economy. Nonetheless, technicians and engineers who should take up the central position in technological entrepreneurship typically lack managerial knowledge, information, and skillset required for it. This course is designed to offer systematic theoretical perspectives together with practical knowledge for technological entrepreneurship and innovation.",100,기술벤처창업론,Technology Enterpreneurship
HS2832,기술과 문화,Technology and Culture,HS2832,,기초교육학부 | PPE,,3.0,3.0,0.0,인문 선택,False,False,"이 강의는 과학기술학(STS)에 기대어 워드프로세서, 스마트폰, 소셜미디어, 공유 플랫폼, 로봇과 아바타 등 다양한 디지털 기술들을 다루면서 다음의 질문을 하고 답해보고자 한다. 우리는 어떻 게 기술을 정의해야 할까? 기술과 사회의 관계를 이해하기 위한 이론으로는 어떤 것들이 있을 까? 기술은 우리의 사고, 공동체의 문화, 노동, 인간관계, 주의와 같은 정신능력, 젠더 관계 등 다양한 일상에 어떻게 관여하고 있을까? 기술혁신이 갖는 문화적 특성이 무엇이고 사용자가 기 술에서 갖는 의미는 무엇인가? 이 강의를 통해 우리는 기술이 무엇을 할 수 있는지 또 무엇을 할 수 없는지 이해함으로써 기술을 개발하는 엔지니어나 혹은 기술을 사용하는 시민으로서 현대 과학기술과 적절한 관계를 설정하는 법을 배울 것이다",104,기술과 문화,Technology and Culture
HS2783,과학기술과 전쟁,Technology and War,HS2783,,기초교육학부 | PPE,,3.0,3.0,0.0,인문 선택,False,False,"약 1만년전부터 시작된 문명생활과 함께 전쟁은 인류의 삶의 필수적 부분이 되었다고 학자들은 말한다. 전쟁에서 패배할 경우 재산의 상실은 물론이고 극단적인 경우는 공동체 전부가 없어지 거나 공동체 주민 전체가 노예상태로 접어들게 된다. 이러한 일을 막기 위해 모든 공동체는 전 쟁이 불가피할 경우 승리를 확보하기 위해 준비를 하여왔다. 이러한 준비에는 전투 기술의 함양 과 전투의 수단, 즉 무기의 개발이 포함된다. 군사용의 기술 개발은 이미 고대부터 현대까지 지 속적으로 이루어져 왔고 18세기말에 이르러서는 과학을 바탕으로 하는 군사기술이 개발되어 왔 다. 이 강좌에서는 전쟁의 긴박 속에서 기술 개발 과정과 이것이 비군사영역에 전파되고 비군사 기술이 군사에 적용되는 역사의 전과정을 검토하는 것을 목적으로 한다.",102,과학기술과 전쟁,Technology and War
GS2474,지속가능한 발전의 시대,The Age of Sustainable Development,GS2474,,공과대학 | 환경·에너지공학과,,3.0,3.0,0.0,기초 선택,False,True,"앞으로 인류가 만들어 가야하는 지속가능 발전의 세상에 대한 기본 개념을 소개하는 교과목이 필요하며, coursera에서 인기 있는 강의 자료를 이용한 온라인 수업과 오프라인 논의를 함께 하는 교과목을 만들고자 한다.",84,지속가능한 발전의 시대,The Age of Sustainable Development
GS2809,아름다운 지구,The Beautiful Planet Earth,GS2809,,기초교육학부 | 기타,,3.0,3.0,0.0,기초 선택,True,False,"우리의 삶의 유일한 터전인 지구가 최근 지구온난화, 오존층의 파괴 등 지구환경의 문제들로 심 각한 몸살을 앓고 있다. 이 과목은 이들 문제들의 본질을 분명히 이해하고 이에 대한 적절한 과 학적 대응방안을 제시할 수 있는 능력을 배양하는데 주목적이 있다. 이를 위하여 종래의 지구관 련 지질학, 대기학, 해양학 및 천문학을 지구라는 하나의 키워드로 새로이 구성하여 지구를 종 합적으로 이해시키는데 강의의 초점이 맞추어져 있다.",86,아름다운 지구,The Beautiful Planet Earth
HS2730,해외경제론,The Economics of Foreign Countries,HS2730,,기초교육학부 | PPE,,3.0,3.0,0.0,인문 선택,False,False,"본 강의는 세계경제의 작동방법을 학습하여 한국 경제의 국제 활동을 이해토록 하는데 그 목적 이 있다. 국가 간 경제통합의 기본개념, 국제경제질서, 지역주의와 다자주의 및 신지역주의를 배 운다. 이어서 지역연합체인 EU, NAFTA, MERCOSUR 및 ASEAN 주요 회원국의 경제를 배운 후 일본과 중국의 경제를 학습한다. 미중 무역분쟁을 포함한 다양한 국제통상 문제를 다루게 된다.",98,해외경제론,The Economics of Foreign Countries
HS2709,한국 현대정치사,The Modern History of Korean Politics,HS2709,,기초교육학부 | PPE,,3.0,3.0,0.0,인문 선택,False,False,"This course will overview modern Korean political history and treat major political issues from the President Lee Seung-man to Park Geun-hye period. The course will generally consist of videos, lectures and presentations. The themes include Korean politics in history after the independence from Japan, important scenes and election results of Korean politics, profiles of political leadership, myth and reality of the developmental state and the South Korean economic miracle, the democratization process during eight presidents’ ruling periods, and so forth. As a consequence, the course will expose students to contending views and empirical reality regarding the Korean political at first hand.",97,한국 현대정치사,The Modern History of Korean Politics
HS2747,인간관계의 심리학,The Psychology of Human Relationships,HS2747,,기초교육학부 | PPE,,2.0,2.0,0.0,인문 선택,False,False,"본 과목의 목적은 인간의 다양한 인간관계의 본질과 특징을 심리 과학적 관점에서 이해하는 것이다. 학생들은 인간관계와 관련된 사회 심리학의 기본 이론들을 학습하며, 이를 바탕으로 실제 우정, 사 랑, 직장 (실험실), 가족 내에서의 인간관계에 이러한 이론들이 어떻게 적용되는지를 학습한다. 이를 통해 본 과목은 학생들에게 건강하고 성숙한 인간관계를 발전시킬 수 있는 토대를 제공할 수 있다.",99,인간관계의 심리학,The Psychology of Human Relationships
HS3802,‘과학자’ 문학 ‘,The Scientist’ in Literature,HS3802,,기초교육학부 | HUS,,3.0,3.0,0.0,인문 선택,True,False,"이 강좌는 르네상스 시대부터 현대에 이르기까지 (오늘날의 명칭으로) ‘과학자’를 주인공으로 하 는 다양한 문학작품을 통해, 지식의 추구라는 근원적 의미의 ‘스키엔티아’(scientia)와 근대 과학 및 과학자에 대한 관점 및 그를 둘러싼 쟁점들을 통시적, 공시적으로 분석하고 토론함으로써, 현대과학이 지향/신봉하는 주요 가치에 대한 자기성찰을 도모하는 것을 목표로 한다.",111,‘과학자’ 문학 ‘,The Scientist’ in Literature
HS2616,장기 19세기 서양 역사,The West in the “Long” Nineteenth Century,HS2616,,기초교육학부 | HUS,,3.0,3.0,0.0,인문 선택,False,False,본 강의는 산업 자본주의와 자유주의 시대를 연 장기 19세기 서양의 역사에 대해 탐구하는 것을 목적으로 한다. 이 시대는 현대 자본주의의 기본 형태가 완성된 시기로서 프랑스 대혁명과 영국 산업혁명으로부터 시작되어 제국주의 시대를 거쳐 1차 세계대전으로 종결되는 연대기를 가지고 있다. 근본적으로 이 시대는 진보(진화)와 발전을 중심으로 한 근대성의 전반적 특징들이 전 세 계적으로 확산되어 가던 시기이다. 또한 자본주의의 근본적 모순들이 구체화되어 그에 대한 대안 적 사고들이 폭발하던 시기이도 하다. 본 강의는 이러한 장기 19세기 서양의 전반적 구조와 모 순들 그리고 그것을 넘어서려는 흐름들에 대해 살펴볼 것이다.,95,장기 19세기 서양 역사,The West in the “Long” Nineteenth Century
PS9104,물리학 연구의 현재와 미래,The present and future of physics research,PS9104,,자연과학대학 | 물리·광과학과,,1.0,1.0,0.0,자연과학대학 | 물리·광과학과,False,False,"이 강좌는 물리학과 교수님들에 의한 팀 강의로 이루어진다. 최신 물리학 연구의 다양한 주제들 을 요약하고 각 연구 주제들의 현황을 검토한다. 이를 바탕으로 미래 물리학 연구의 방향에 대 하여 토의한다. 가. 학과 개요 화학은 물질의 성질과 반응을 이해하고 조절하기를 시도하는 학문이다. 최근 화학의 중요성은 학문적으로 뿐만 아니라 배터리, 의약품, 전자 산업 등을 포함 한 다양한 산업에서 더욱 부각되고 있다. 화학 분야를 선도할 수 있는 학생을 양성하기 위해 GIST 화학과는 화학의 기본 원리부터 응용까지의 전 과정을 아 우르는 학부 프로그램을 준비하고 있다. 전공 필수 과목으로는 물리화학, 유기화 학, 무기화학, 분석화학, 생화학이 제공된다. 이러한 과목들을 통해 학생들은 원 자 구조, 화학 결합, 분자 구조, 물질의 상태, 화학 반응 등에 대해 배우게 된다. 이후 학부 과정 중에는 화학 합성 및 분석 실험, 열역학, 운동론, AI를 기반으로 한 계산화학, 나노 물질, 생화학 반응 등 다양한 화학 분야의 심화 과정을 학생 의 선택에 따라 경험할 수 있다. 또한 화학과에서는 대학원 연구실에서 다양한 경험을 쌓을 수 있는 기회를 제공하며 학생들의 진로 설계와 준비를 돕고 있다. 나. 교과목 개요",143,물리학 연구의 현재와 미래,The present and future of physics research
HS3763,현대 법철학의 주제들,Themes of Contemporary Legal Philosophy,HS3763,,기초교육학부 | PPE,,3.0,3.0,0.0,인문 선택,False,False,"본 과목은 현대 법사상 혹은 법철학의 기초적이고도 전반적인 이해를 위한 것이다. 시대나 인물 에 따른 접근이 아니라, 주요 주제별로 접근하고자 한다. 법실증주의와 자연법론 간의 논쟁과 같은 전통적 쟁점에서부터, 법적 추론과 해석의 문제, 법치주의 등 상대적으로 실무적인 쟁점들 까지 살펴 볼 것이다. 그리하여 법사상 혹은 법철학에 대한 기초 소양을 제공함은 물론, 실정 법률과 제도를 성찰적으로 이해하는 데에도 유익할 것이다.",109,현대 법철학의 주제들,Themes of Contemporary Legal Philosophy
HS2788,민주주의론,Theories of Democracy,HS2788,,기초교육학부 | PPE,,3.0,3.0,0.0,인문 선택,False,True,"민주주의론은 먼저 현대 민주주의의 본질과 개념을 규명하고 난 뒤, 고대 아테네에서 탄생한 직 접 민주주의, 로마의 공화주의에서 멈췄다가 1000년 후 근대 유럽의 도시국가에서 부활해서 근 대 영토적 국민국가에서 꽃을 피운 자유주의적인 대의 민주주의에 이르는 민주주의 개념의 역사 를 살펴본다. 현재 디지털 문면의 등장으로 대의 민주주의가 맞이하고 있는 위기의 양상을 살펴 보고 대의 민주주의를 대체할 수 있는 대안적 민주주의에 관해 논의한다. 아울러 1970년대 중 반 이후 글로벌하게 진행되고 있는 민주화에 관해 논의한다.",102,민주주의론,Theories of Democracy
HS2787,한국정치론,Theories of Korean Politics,HS2787,,기초교육학부 | PPE,,3.0,3.0,0.0,인문 선택,True,False,"이 과목은 한국정치를 비교정치역사적 그리고 비교정치경제학적 접근을 통해 이해하려는 교양과 목이다. 먼저, 한국정치를 어떻게 읽어야 할 것인가를 논의할 것이다. 한국정치론이 우리 한국의 정치학 내에서도 주류의 위치를 차지하지 못하고 방법론과 내용에 있어서 혁신을 이루지 못하고 있는가를 반성한 뒤, 비교정치역사와 비교정치경제학적 방법론을 통해 한국의 근대정치를 일제 강점기부터 해방정국, 한국전쟁과 50 년대, 60년대와 70년대의 개발독재시대, 80년대의 군벌주의 독재시대, 민주화와 3김 시대, 세계화와 IT혁명시대의 신자유주의적 민주주의 와 박근혜 정권 하에 서 민주주의의 후퇴와 탄핵, 그리고 촛불 혁명으로 부활한 한국 민주주의를 논의할 것이다.",102,한국정치론,Theories of Korean Politics
HS3786,정치경제론,Theories of Political Economy,HS3786,,기초교육학부 | PPE,,3.0,3.0,0.0,인문 선택,False,False,"현대 자본주의 정치경제하에서 정치현상과 경제현상 간의 경계가 무너지면서 독자적 영역, 관 심, 방법론을 가진 별개의 분야로 존재해 왔던 정치와 경제가 정치경제로 통합되고 있다. 이 과 목은 정치와 경제, 구체적으로는 국가, 민주주의(시민사회), 자본 (시장)의 관계에 관한 다양 한 이론들을 이해하는 것을 주목적으로 하고 있다. 먼저 정치의 경제적 현상, 경제의 정치적 현상 을 분석하는 접근방법인 정치경제학적 접근방법과 정치사회학적 접근방법을 살펴본다. 연후에 민주주의와 자본주의, 사회주의의 실패와 개혁, 자본주의 국가 하에서 계급타협의 조 직, 세계화 와 민주주의의 관계를 분석한다.",110,정치경제론,Theories of Political Economy
HS2722,한국경제의 이해,Theory of Economic Development in Korea,HS2722,,기초교육학부 | PPE,,3.0,3.0,0.0,인문 선택,False,False,"This course aims at providing the students with basic concepts and theory of economic development, so that they can understand the development strategies and mechnism of economic growth in Korea.",97,한국경제의 이해,Theory of Economic Development in Korea
MA2102,열역학,Thermodynamics,MA2102,,공과대학 | 신소재공학과,,3.0,3.0,0.0,신소재공학과,True,False,"열역학 제1, 제2, 제3 법칙에 대해 기본적인 개념을 공부한다. Gibbs free energy 개념을 도입 하고 이를 기반으로 상평형의 의미와 상평형 도형을 공부한다. 기본적인 통계 열역학 개념과 partition function을 매개로 하여 고전 열역학과의 관계를 살펴본다.",157,열역학,Thermodynamics
MC2204,열역학 II,Thermodynamics II,MC2204,,공과대학 | 기계로봇공학과,,3.0,3.0,0.0,기계로봇공학과,False,False,This course mainly focuses on enhancing the understanding of thermodynamic theories learned from the basic thermodynamics course by showing a variety examples and practicing student with analysis of actual thermal systems. Students should leave the class with better understanding of the meaning of the fundamental thermodynamics relations and ability solving the actual thermodynamic problems with systematic approaches.,163,열역학 II,Thermodynamics II
MA4202,박막공학,Thin Film Technology,MA4202,,공과대학 | 신소재공학과,,3.0,3.0,0.0,신소재공학과,False,False,"본 강의에서는 진공 시스템의 운용, 고체 박막의 성장과 식각을 위한 다양한 물리 및 화학적 방 법들에 대해서 소개한다. 진공기술에서는 진공의 생성, 측정, 진공시스템의 운용에 관하여 설명 한다. 박막의 성장 및 식각 공정에서는 증발 증착, 스퍼터링, 이온 빔 프로세스, 화학기상증착, 다양한 플라즈마 증착 및 식각 프로세스 및 모니터링 기술의 원리 및 응용을 소개한다. 또한, 고체 박막과 박막 표면의 구조적, 전기적, 광학적, 화학적 특성을 분석하기 위해 사용되는 다양 한 방법 및 원리에 대해서도 설명한다.",159,박막공학,Thin Film Technology
HS3602,역사학 특강,Topics in History,HS3602,,기초교육학부 | HUS,,3.0,3.0,0.0,인문 선택,False,False,"한국사 연구에 사용되는 사료의 종류와 성격을 검토하기 위한 수업이다. 우리가 알고 있는 다양 한 역사 사료의 성립 배경과 내용을 확인함으로써, 사료의 중요성과 한계에 대해 비판적으로 고 찰해보는 것이 본 수업의 목표이다. 수강생들에게 사료의 원문번역을 요구하지 않으며, 번역된 사료를 제공할 예정이다.",105,역사학 특강,Topics in History
HS3633,과학철학 특강,Topics in Philosophy of Science,HS3633,,기초교육학부 | PPE,,3.0,3.0,0.0,인문 선택,False,False,"본 교과는 설명과 이해의 본성에 대해, 특히 인간 행위의 설명에 대해 비판적으로 고찰하는 세 미나 형식의 수업이다. 과학에서나 일상적 맥락에서나 위는 세계와 인간에 대한 설명과 이해를 추구한다. 본 강의는 무언가를 설명한다는 것은 무엇인지, 특히 우리가 서로의 행위를 이해하고 설명한다는 것은 무엇인지 묻는다. 우리는 먼저 과학적 설명에 대한 헴펠의 고전적 저작에서 출 발하여, 행위 설명에 대한 데이빗슨의 인과 이론을 거쳐, 합리성 과 공감을 강조하는 최근의 규 범적 접근에 이르기까지의 주요 연구서 및 논문을 직접 읽고 토론함으로써 이 질문에 대한 가장 그럴듯한 답을 찾는다.",107,과학철학 특강,Topics in Philosophy of Science
HS3604,서양사 특강,Topics in Western History,HS3604,,기초교육학부 | HUS,,3.0,3.0,0.0,인문 선택,False,False,서양사의 핵심 연구주제들 중 하나를 선택해서 그와 관련된 주요 연구서 및 연구 논문을 세미나 형식으로 함께 학습하는 수업이다. 학생들은 이 학습 결과를 토대로 소논문을 작성하게 된다. 후발 제국주의 주자로서 19세기 말부터 시작된 미국의 팽창은 서양사 및 세계사에 거대한 영향을 끼쳤 다. 학생들은 이 과정과 이에 대한 도전을 체계적으로 연구할 기회가 될 것이다.,105,서양사 특강,Topics in Western History
MM4403,위상적 조합수학 및 응용,Topological Combinatorics and its Applications,MM4403,,자연과학대학 | 수리과학과,,3.0,3.0,0.0,수리과학과,False,True,"This course offers an introduction of theory and proof techniques in topological combinatorics. We will cover topics in combinatorial/algebraic topology including Sperner’s lemma, Brower fixed point theorem, KKM theorem, Borsuk-Ulan theorem, homotopy and homology, and Mayer-Vietoris exact sequence. We also introduce theoretical applications in combinatorics as well as practical applications such as topological data analysis.",152,위상적 조합수학 및 응용,Topological Combinatorics and its Applications
MM4301,위상수학 2,Topology 2,MM4301,,자연과학대학 | 수리과학과,,3.0,3.0,0.0,수리과학과,False,False,본 교과목의 목표는 거리 공간의 위상적 성질과 호모토피와 기본군 등 대수적 위상수학에 대한 개요를 학습하는 데에 있다.,152,위상수학 2,Topology 2
HS2601,동아시아의 전통과 현대,Tradition and Modern Transformation in East Asia,HS2601,,기초교육학부 | HUS,,3.0,3.0,0.0,인문 선택,True,False,"오늘날 동아시아 지역(한국, 중국, 일본 등이 중심)은 정치, 경제, 문화적으로 세계를 움직이는 중심축의 하나가 되어가고 있다. 이에 따라 ' 동아시아 공동체'를 구성하기 위한 논의가 활발해 지고 있다. 지리적, 문화적으로 과연 동아시아는 공동체를 형성할 만큼 공통적 성격이 있는가를 우선 살펴 볼 것이다. 다음으로, 근대 개항 이후 서양세력에 굴복 또는 위축되었던 이 지역이 어떠한 변화과정을 거쳐 오늘날과 같이 세계를 움직이는 세력으로 발전하여 왔는가를 역사적으 로 검토할 것이다. 자연과학을 전공하려는 학생들에게 동아시아의 역사와 문화를 이해하게 하 여, 동아시아의 정체성을 파악한 세계 속의 동아시아인이 되도록 한다.",93,동아시아의 전통과 현대,Tradition and Modern Transformation in East Asia
HS2706,세계정치의 변환,Transformation of World Politics,HS2706,,기초교육학부 | PPE,,3.0,3.0,0.0,인문 선택,False,False,"이 과목은 세계정치의 변환을 근대 초, 냉전 시기, 현재에 걸쳐서 살펴보되 특별히 세계정치와 한국의 관계에 초점을 맞추어 강의가 전개된다. 역사적인 사실의 전개과정에 대한 개관과, 국제 정치이론의 발전, 그리고 안보질서, 무역 및 개발, 금융통화 질서, 문화, 정보, 환경과 에너지 질 서와 같은 각론적 영역에서 세계정치과정의 변화를 살펴본다.",97,세계정치의 변환,Transformation of World Politics
HS2723,사회주의 경제의 시장경제전환론,Transformation of the Economic System,HS2723,,기초교육학부 | HUS,,3.0,3.0,0.0,인문 선택,False,False,,98,사회주의 경제의 시장경제전환론,Transformation of the Economic System
MC4220,터빈 엔진 공기열역학,Turbine Engine AeroThermoDynamics,MC4220,,공과대학 | 기계로봇공학과,,3.0,3.0,0.0,기계로봇공학과,True,False,"This is a graduate-level course on Gas Turbines and Jet Engines.  The aerodynamic and thermodynamic design of modern engines for civil passenger aircraft and military aircraft will be discussed.  This course plans to cover: Principles of gas turbines and jet engines, elementary compressible aerodynamics, introduction to combustor design, bypass ratio selection, scaling and dimensional analysis, turbine and compressor design and matching, design optimization, aircraft requirements, as well as off-design performance.  Students are assumed to have sound familiarity with basic fluid mechanical and thermodynamical background.  Subjects introduced in this course are highly relevant to ground-based turbine engines used in power (electricity) generation industry.  All students must participate in at least one term project with a written report and in-class presentation.",168,터빈 엔진 공기열역학,Turbine Engine AeroThermoDynamics
CH3401,화학전공연구II,Undergraduate Research in Chemistry II,CH3401,,자연과학대학 | 화학과,,1.0,0.0,3.0,화학과,True,True,"이 과목은 화학과 학부 학생에게 다양한 화학 분야의 연구를 경험하는 기회를 제공하고자 고안 되었다. 학생은 학기 당 한 랩에서 연구를 진행하며 재학 중 총 3학기 간 다른 랩에서 연구 경험을 쌓을 수 있다. 학생은 교과 및 실험 수업에서 가졌던 호기심이나 지도교수와의 논의를 통해 연구를 진행한다. 이를 통해 학생 주도적인 연구 경험을 쌓고, 진로를 설정하는데 도움을 받을 수 있다.",146,화학전공연구II,Undergraduate Research in Chemistry II
CH3402,화학전공연구III,Undergraduate Research in Chemistry III,CH3402,,자연과학대학 | 화학과,,1.0,0.0,3.0,화학과,True,True,"이 과목은 화학과 학부 학생에게 다양한 화학 분야의 연구를 경험하는 기회를 제공하고자 고안 되었다. 학생은 학기 당 한 랩에서 연구를 진행하며 재학 중 총 3학기 간 다른 랩에서 연구 경험을 쌓을 수 있다. 학생은 교과 및 실험 수업에서 가졌던 호기심이나 지도교수와의 논의를 통해 연구를 진행한다. 이를 통해 학생 주도적인 연구 경험을 쌓고, 진로를 설정하는데 도움을 받을 수 있다.",146,화학전공연구III,Undergraduate Research in Chemistry III
HS2702,미국사회의 이해,Understanding American Society,HS2702,,기초교육학부 | PPE,,3.0,3.0,0.0,인문 선택,True,False,이 수업은 학생들이 미국사회를 역사적이고 분석적으로 이해할 수 있도록 하는 것을 목표로 한 다. 이를 위해 학생들은 다양한 사회과학적 이론과 개념들을 적용하여 미국사회를 이해하는 법 을 배우게 될 것이다. 또한 미국과 한국 및 국제사회와의 관계를 살펴봄으로써 미국사회의 이해 를 심화시키고자 한다.,96,미국사회의 이해,Understanding American Society
HS3662,동양사의 이해,Understanding Asian History,HS3662,,기초교육학부 | HUS,,3.0,3.0,0.0,인문 선택,False,False,"동아시아의 역사적 전개를 중심축으로 삼으면서, 북아시아, 중앙아시아, 동아시아의 역사적 발전과 상호 교류를 사고하는 기회를 제공한다. 자민족중심주의 역사관을 극복하는 좋은 기회가 될 것이다.",107,동양사의 이해,Understanding Asian History
HS2505,고전시가의 이해,Understanding Classical Korean Poetry,HS2505,,기초교육학부 | HUS,,3.0,3.0,0.0,인문 선택,False,False,"음악적 리듬 속에 시상(詩想)이 응축된 시는 본질적으로 응축 속에 여백을 싹 틔운다. 여백이야 말로 새로운 상상력의 원천(源泉)이다. 고전시가에서 우리는 사람과 삶에 대한 선인들의 감수성, 문제의식과 성찰, 문학적 상상력을 만나게 된다. 여기에서 풍기는 고전시가의 그윽한 향기가, 우 리의 메마른 감성을 일깨우며 우리로 하여금 삶을 돌아보게 함으로써 내면을 풍성하게 가꾸는 데 큰 보탬이 될 것이라 믿는다. 이 과목은 고전시가의 주요 작품들을 비판적으로 감상하는 가 운데 이들 작품을 오늘, 우리의 삶과 연관 지어 이해하는 데 목적이 있다.",90,고전시가의 이해,Understanding Classical Korean Poetry
HS2524,희극의 발견,Understanding Comedy and Humor,HS2524,,기초교육학부 | HUS,,3.0,3.0,0.0,인문 선택,False,False,"‘웃음’은 웃기는 사람에게서나 웃는 사람에게서나 유연하고 영리하고 창의적인 정신활동의 지표 이며 (슬랩스틱이 아니고서는) 고도의 언어적 감수성을 요한다. 그러한 ‘웃음’의 근원적 의미와 힘을 이해하기 위해 이 강의는 영문학을 중심으로 희극의 다양한 하위 장르와 단편소설 작품을 선별하여 읽고자 한다. (영문학) 희극의 대표적 유형인 셰익스피어의 로맨틱 코미디, 익살극, 풍 속 희극, 부조리극 작품들을 읽으며, 말장난, 위트, 아이러니, 벌레스크, 복장도착 등 웃음을 불 러일으키는 다양한 수사적, 상황적 기법들을 살펴볼 것이다. 또한 일시적인 즐거움을 주는 데서 그치는 것이 아니라, 유연하고 자유로운 사고를 가능하게 하고 더 나아가서는 현실의 권력관계 를 뒤집어 풍자와 축제적 전복까지 가능하게 하는 희극과 웃음의 다층적 역할에 관한 철학적 논 의들을 함께 고찰할 것이다.",92,희극의 발견,Understanding Comedy and Humor
HS2602,한국사의 이해,Understanding Korean History,HS2602,,기초교육학부 | HUS,,3.0,3.0,0.0,인문 선택,True,True,"한국사의 흐름 가운데 현재까지 여전히 재해석이 이루어지고 있는 사건, 인물에 대해 다양한 시각으로 검토 하는 것이 강의의 목표이다. 강의 중에는 사료(史料)와 박물관 유물을 감상하고, 여러가지 역사 창작물에 대 한 의견을 나누어볼 예정이다. 학생들이 역사적 사건과 인물들의 삶을 검토하면서 현재의 자신을 돌아보고 미래를 계획할 수 있는 계기가 되기를 기대한다.",93,한국사의 이해,Understanding Korean History
HS2701,한국사회의 이해,Understanding Korean Society,HS2701,,기초교육학부 | PPE,,3.0,3.0,0.0,인문 선택,False,False,"본 과목은 한국 사회를 이해함에 있어서 사회과학의 개념과 이론들을 분석적으로 적용하는 방법을 학습하는 것을 목표로 하고 있다. 사회화, 일상생활과 문화, 가족, 계급과 불평등, 섹슈얼리티와 젠 더, 종교, 미디어, 기업과 노동, 교육, 범죄, 정치와 도시, 환경과 세계화 등의 주제들에 대한 학습 을 통해 한국 사회에서 이러한 주제들이 어떤 방식으로 현실화되어 있는지를 또한 역사적이고 분 석적으로 일상생활, 구조와 행위, 제도의 차원 각각에서 검토하고자 한다.",96,한국사회의 이해,Understanding Korean Society
HS2503,한국 현대 소설의 이해,Understanding Modern Korean Fiction,HS2503,,기초교육학부 | HUS,,3.0,3.0,0.0,인문 선택,False,True,"이 교과목은 한국 현대 소설을 통하여, 수강생들의 미학적 윤리적 지평을 넓히는 것을 목적으로 한다. 동시대 한국 소설 텍스트의 이해를 통해 스스로의 삶을 반성적으로 사유하고, 자신이 속 한 공동체를 바라보는 새로운 시각을 도모한다. 이와 아울러 한국 현대 소설을 감상하고 분석함 으로써, 적극적이고 능동적인 독자가 되는 길을 찾는다.",90,한국 현대 소설의 이해,Understanding Modern Korean Fiction
